title,year_text,price,mileage,Գին_USD,Տարեթիվ,Վազք,Մակնիշ,Մեքենայի_տարիք
Honda Accord,2018,$ 16 500,64000 մղոն,16500.0,2018.0,64000.0,Honda,7.0
Nissan Rogue,2018,$ 15 500,53000 մղոն,15500.0,2018.0,53000.0,Nissan,7.0
Tesla Model 3,2019,$ 14 400,90000 մղոն,14400.0,2019.0,90000.0,Tesla,6.0
BMW 330,2017,$ 18 000,85000 կմ,18000.0,2017.0,85000.0,BMW,8.0
Kia Forte,2019,$ 13 500,27000 կմ,13500.0,2019.0,27000.0,Kia,6.0
Nissan Tiida,2005,$ 4 300,230000 կմ,4300.0,2005.0,230000.0,Nissan,20.0
Ford Mustang,2023,$ 24 900,12500 մղոն,24900.0,2023.0,12500.0,Ford,2.0
Ford Fusion,2017,$ 13 500,71000 մղոն,13500.0,2017.0,71000.0,Ford,8.0
Opel Zafira,2012,$ 8 300,445000 կմ,8300.0,2012.0,445000.0,Opel,13.0
Mercedes-Benz E 200,2012,$ 15 000,140000 կմ,15000.0,2012.0,140000.0,Mercedes-Benz,13.0
Ford Escape,2020,$ 13 600,25000 մղոն,13600.0,2020.0,25000.0,Ford,5.0
Jeep Renegade,2020,$ 14 500,50000 կմ,14500.0,2020.0,50000.0,Jeep,5.0
Kia Forte,2020,$ 16 300,23000 կմ,16300.0,2020.0,23000.0,Kia,5.0
Mercedes-Benz EQE SUV,2023,$ 55 000,10000 կմ,55000.0,2023.0,10000.0,Mercedes-Benz,2.0
BMW 750,2017,$ 41 500,12550 կմ,41500.0,2017.0,12550.0,BMW,8.0
Mitsubishi Outlander,2022,$ 27 000,19000 կմ,27000.0,2022.0,19000.0,Mitsubishi,3.0
Mercedes-Benz E 350,2004,$ 6 000,320000 կմ,6000.0,2004.0,320000.0,Mercedes-Benz,21.0
Ford Escape,2013,$ 10 500,118000 կմ,10500.0,2013.0,118000.0,Ford,12.0
Hyundai Sonata,2017,$ 13 500,117482 կմ,13500.0,2017.0,117482.0,Hyundai,8.0
Chevrolet Volt,2013,$ 8 000,205600 կմ,8000.0,2013.0,205600.0,Chevrolet,12.0
Mercedes-Benz E 350,2010,$ 12 000,270000 կմ,12000.0,2010.0,270000.0,Mercedes-Benz,15.0
Mercedes-Benz E-Class,1997,$ 9 200,82000 կմ,9200.0,1997.0,82000.0,Mercedes-Benz,28.0
BMW X6,2020,$ 74 000,28000 մղոն,74000.0,2020.0,28000.0,BMW,5.0
Mercedes-Benz G 63 AMG,2022,$ 210 000,17000 կմ,210000.0,2022.0,17000.0,Mercedes-Benz,3.0
Honda CR-V,2003,$ 5 900,290000 կմ,5900.0,2003.0,290000.0,Honda,22.0
BMW 428,2015,$ 19 000,98000 կմ,19000.0,2015.0,98000.0,BMW,10.0
BMW 320,2003,$ 5 100,256000 մղոն,5100.0,2003.0,256000.0,BMW,22.0
Opel Zafira,2000,$ 5 900,210000 կմ,5900.0,2000.0,210000.0,Opel,25.0
Nissan Rogue,2021,$ 19 500,36000 մղոն,19500.0,2021.0,36000.0,Nissan,4.0
Kia Forte,2022,$ 11 300,62000 կմ,11300.0,2022.0,62000.0,Kia,3.0
BMW X6,2021,$ 77 000,55000 կմ,77000.0,2021.0,55000.0,BMW,4.0
Mercedes-Benz GLE 53 AMG Coupe,2023,$ 102 000,40000 կմ,102000.0,2023.0,40000.0,Mercedes-Benz,2.0
Neta L,2024,֏ 10 550 000,5600 կմ,26375.0,2024.0,5600.0,Neta,1.0
Mercedes-Benz EQS,2021,$ 55 000,82000 կմ,55000.0,2021.0,82000.0,Mercedes-Benz,4.0
BMW X5,2012,$ 17 000,174000 կմ,17000.0,2012.0,174000.0,BMW,13.0
Hyundai Santa Fe,2018,$ 20 500,42000 կմ,20500.0,2018.0,42000.0,Hyundai,7.0
Honda CR-V,2022,$ 34 000,34000 կմ,34000.0,2022.0,34000.0,Honda,3.0
BMW 330,2021,$ 28 500,63000 կմ,28500.0,2021.0,63000.0,BMW,4.0
BYD Sea Lion 05,2025,$ 25 800,600 կմ,25800.0,2025.0,600.0,BYD,0.0
BMW X5,2021,$ 53 000,430000 մղոն,53000.0,2021.0,430000.0,BMW,4.0
Toyota Camry,2025,$ 37 500,14000 կմ,37500.0,2025.0,14000.0,Toyota,0.0
Lexus RZ 450e,2023,$ 42 500,16000 կմ,42500.0,2023.0,16000.0,Lexus,2.0
Jeep Compass,2019,$ 14 000,128000 կմ,14000.0,2019.0,128000.0,Jeep,6.0
BMW 840,2022,$ 58 000,26000 կմ,58000.0,2022.0,26000.0,BMW,3.0
Lexus NX 300t,2020,$ 31 000,45000 կմ,31000.0,2020.0,45000.0,Lexus,5.0
Nissan Tiida,2007,$ 5 300,137571 կմ,5300.0,2007.0,137571.0,Nissan,18.0
Toyota Corolla,2019,$ 16 000,45000 կմ,16000.0,2019.0,45000.0,Toyota,6.0
Chevrolet Malibu,2016,$ 11 000,125000 կմ,11000.0,2016.0,125000.0,Chevrolet,9.0
Nissan X-Trail,2006,$ 7 900,125000 կմ,7900.0,2006.0,125000.0,Nissan,19.0
Kia Forte,2020,$ 14 000,56000 մղոն,14000.0,2020.0,56000.0,Kia,5.0
BMW 740,2011,$ 15 500,192000 կմ,15500.0,2011.0,192000.0,BMW,14.0
Toyota Camry,2015,$ 13 900,230000 կմ,13900.0,2015.0,230000.0,Toyota,10.0
Land Rover Range Rover Evoque,2017,$ 21 800,120000 կմ,21800.0,2017.0,120000.0,Land,8.0
Mercedes-Benz S-Class,2014,$ 50 000,125000 կմ,50000.0,2014.0,125000.0,Mercedes-Benz,11.0
Audi Q7,2006,$ 8 500,300000 կմ,8500.0,2006.0,300000.0,Audi,19.0
Nissan Rogue,2018,$ 15 000,42000 կմ,15000.0,2018.0,42000.0,Nissan,7.0
VAZ (Lada) 2121 NIVA (4x4),2006,$ 4 100,219000 կմ,4100.0,2006.0,219000.0,VAZ,19.0
BMW i4,2023,$ 39 000,19000 կմ,39000.0,2023.0,19000.0,BMW,2.0
Lexus RX 300,2000,$ 8 300,310000 կմ,8300.0,2000.0,310000.0,Lexus,25.0
Lexus RX 330,2011,$ 21 000,141000 մղոն,21000.0,2011.0,141000.0,Lexus,14.0
VAZ (Lada) 2107,2011,֏ 850 000,200000 կմ,2125.0,2011.0,200000.0,VAZ,14.0
Mercedes-Benz E 320,2000,$ 6 500,280000 կմ,6500.0,2000.0,280000.0,Mercedes-Benz,25.0
Hyundai Elantra,2018,$ 13 900,69000 կմ,13900.0,2018.0,69000.0,Hyundai,7.0
Tesla Model S,2021,$ 36 000,57000 կմ,36000.0,2021.0,57000.0,Tesla,4.0
Chevrolet Volt,2017,$ 12 000,110000 կմ,12000.0,2017.0,110000.0,Chevrolet,8.0
Hyundai Tucson,2021,$ 27 000,67000 կմ,27000.0,2021.0,67000.0,Hyundai,4.0
Toyota Land Cruiser Prado,2008,$ 24 000,300000 կմ,24000.0,2008.0,300000.0,Toyota,17.0
Ford Explorer,2011,$ 20 000,135000 կմ,20000.0,2011.0,135000.0,Ford,14.0
Toyota Camry,2020,$ 23 500,90000 կմ,23500.0,2020.0,90000.0,Toyota,5.0
Nissan Leaf,2022,$ 14 900,40000 կմ,14900.0,2022.0,40000.0,Nissan,3.0
Land Rover Range Rover,2015,$ 40 000,120000 մղոն,40000.0,2015.0,120000.0,Land,10.0
Mercedes-Benz G 500,2020,$ 170 000,35000 կմ,170000.0,2020.0,35000.0,Mercedes-Benz,5.0
Mercedes-Benz G 63 AMG,2020,$ 170 000,35000 կմ,170000.0,2020.0,35000.0,Mercedes-Benz,5.0
Nissan Versa,2008,$ 6 800,147000 մղոն,6800.0,2008.0,147000.0,Nissan,17.0
Mazda CX3,2019,$ 14 300,48000 կմ,14300.0,2019.0,48000.0,Mazda,6.0
Mercedes-Benz GLC 300,2023,֏ 30 000 000,18000 կմ,75000.0,2023.0,18000.0,Mercedes-Benz,2.0
Toyota Corolla,2019,$ 21 300,87000 կմ,21300.0,2019.0,87000.0,Toyota,6.0
Chevrolet Volt,2012,$ 5 750,170000 մղոն,5750.0,2012.0,170000.0,Chevrolet,13.0
Ford Transit,2003,$ 16 500,208000 կմ,16500.0,2003.0,208000.0,Ford,22.0
Mercedes-Benz 240,1998,$ 5 500,370000 կմ,5500.0,1998.0,370000.0,Mercedes-Benz,27.0
Mercedes-Benz E 350,2012,$ 18 500,185000 կմ,18500.0,2012.0,185000.0,Mercedes-Benz,13.0
Toyota Corolla,2019,$ 22 800,89000 կմ,22800.0,2019.0,89000.0,Toyota,6.0
Mercedes-Benz ML 350,2004,$ 7 100,205000 մղոն,7100.0,2004.0,205000.0,Mercedes-Benz,21.0
Changan Deepal S07,2025,$ 27 900,100 կմ,27900.0,2025.0,100.0,Changan,0.0
Dongfeng 008,2024,$ 30 000,17000 կմ,30000.0,2024.0,17000.0,Dongfeng,1.0
Nissan Sentra,2021,$ 12 900,98000 կմ,12900.0,2021.0,98000.0,Nissan,4.0
Nissan Tiida,2007,$ 4 200,180000 կմ,4200.0,2007.0,180000.0,Nissan,18.0
Mercedes-Benz G-Class,2020,֏ 450 000,111111 կմ,1125.0,2020.0,111111.0,Mercedes-Benz,5.0
Toyota Land Cruiser Prado,2011,֏ 275 000,10001 կմ,687.5,2011.0,10001.0,Toyota,14.0
Mercedes-Benz GLS 450,2023,$ 82 000,22000 կմ,82000.0,2023.0,22000.0,Mercedes-Benz,2.0
Kia Forte,2018,$ 12 500,144000 կմ,12500.0,2018.0,144000.0,Kia,7.0
Chevrolet Malibu,2021,$ 12 900,130000 կմ,12900.0,2021.0,130000.0,Chevrolet,4.0
Hyundai Elantra,2021,$ 15 000,34000 կմ,15000.0,2021.0,34000.0,Hyundai,4.0
Kia Sorento,2020,$ 19 000,50000 կմ,19000.0,2020.0,50000.0,Kia,5.0
Tesla Model 3,2022,$ 15 500,114000 մղոն,15500.0,2022.0,114000.0,Tesla,3.0
Ford Mustang,2022,$ 36 900,27000 կմ,36900.0,2022.0,27000.0,Ford,3.0
Kia Forte,2020,$ 14 000,22000 մղոն,14000.0,2020.0,22000.0,Kia,5.0
Toyota Corolla,2008,$ 9 500,153186 մղոն,9500.0,2008.0,153186.0,Toyota,17.0
Nissan Sentra,2019,$ 8 900,101000 մղոն,8900.0,2019.0,101000.0,Nissan,6.0
Toyota Corolla,2020,$ 21 500,100 կմ,21500.0,2020.0,100.0,Toyota,5.0
Nissan Note,2020,$ 8 300,145000 կմ,8300.0,2020.0,145000.0,Nissan,5.0
Nissan Note,2019,$ 8 100,140000 կմ,8100.0,2019.0,140000.0,Nissan,6.0
Nissan Note,2020,$ 8 300,96000 կմ,8300.0,2020.0,96000.0,Nissan,5.0
Tesla Model 3,2022,$ 18 500,52000 կմ,18500.0,2022.0,52000.0,Tesla,3.0
Hyundai Tucson,2019,$ 17 500,77000 կմ,17500.0,2019.0,77000.0,Hyundai,6.0
VAZ (Lada) 2121 NIVA (4x4),2019,$ 9 500,59000 կմ,9500.0,2019.0,59000.0,VAZ,6.0
Nissan Tiida,2008,$ 5 500,200000 կմ,5500.0,2008.0,200000.0,Nissan,17.0
Toyota Camry,2019,$ 23 000,54000 կմ,23000.0,2019.0,54000.0,Toyota,6.0
Lexus ES 250,2023,$ 49 500,34000 կմ,49500.0,2023.0,34000.0,Lexus,2.0
Ford Fusion,2018,$ 13 000,160000 կմ,13000.0,2018.0,160000.0,Ford,7.0
Toyota Land Cruiser 200,2016,$ 63 000,173000 կմ,63000.0,2016.0,173000.0,Toyota,9.0
Toyota Land Cruiser 200,2016,$ 125 000,158000 կմ,125000.0,2016.0,158000.0,Toyota,9.0
BMW M5,2021,$ 75 000,38000 մղոն,75000.0,2021.0,38000.0,BMW,4.0
BMW 750,2018,$ 36 000,48000 մղոն,36000.0,2018.0,48000.0,BMW,7.0
Jeep Wrangler,2022,$ 50 000,15000 մղոն,50000.0,2022.0,15000.0,Jeep,3.0
Nissan Rogue,2020,$ 13 500,49000 մղոն,13500.0,2020.0,49000.0,Nissan,5.0
Mercedes-Benz E-Class,2009,$ 7 000,186000 կմ,7000.0,2009.0,186000.0,Mercedes-Benz,16.0
Tesla Model Y,2024,$ 27 500,17000 կմ,27500.0,2024.0,17000.0,Tesla,1.0
Volkswagen Golf,1996,֏ 450 000,290000 կմ,1125.0,1996.0,290000.0,Volkswagen,29.0
Toyota Camry,2023,$ 24 700,34000 մղոն,24700.0,2023.0,34000.0,Toyota,2.0
Nissan Note,2017,$ 7 800,106000 կմ,7800.0,2017.0,106000.0,Nissan,8.0
Mercedes-Benz CLS 63 AMG,2012,$ 35 000,150 կմ,35000.0,2012.0,150.0,Mercedes-Benz,13.0
Mercedes-Benz E-Class,2021,$ 38 500,95000 կմ,38500.0,2021.0,95000.0,Mercedes-Benz,4.0
Mercedes-Benz B-Class,2009,$ 7 000,97000 կմ,7000.0,2009.0,97000.0,Mercedes-Benz,16.0
Mercedes-Benz G-Class,2013,$ 57 000,160000 կմ,57000.0,2013.0,160000.0,Mercedes-Benz,12.0
Mercedes-Benz E 350,2010,$ 17 500,179000 կմ,17500.0,2010.0,179000.0,Mercedes-Benz,15.0
Chevrolet Volt,2017,$ 11 500,134000 կմ,11500.0,2017.0,134000.0,Chevrolet,8.0
Bentley Continental GT,2013,֏ 550 000,555 կմ,1375.0,2013.0,555.0,Bentley,12.0
Mercedes-Benz CLS 53 AMG,2019,$ 62 000,73000 կմ,62000.0,2019.0,73000.0,Mercedes-Benz,6.0
Voyah Free,2025,$ 40 500,10 կմ,40500.0,2025.0,10.0,Voyah,0.0
Mercedes-Benz GLE 63 S Coupe,2016,$ 55 000,155000 կմ,55000.0,2016.0,155000.0,Mercedes-Benz,9.0
Hyundai Kona,2023,$ 15 400,68000 կմ,15400.0,2023.0,68000.0,Hyundai,2.0
Honda Accord,2002,$ 4 100,280000 կմ,4100.0,2002.0,280000.0,Honda,23.0
Mercedes-Benz G 63 AMG,2014,$ 65 000,169576 կմ,65000.0,2014.0,169576.0,Mercedes-Benz,11.0
Mazda CX5,2018,$ 23 700,40000 կմ,23700.0,2018.0,40000.0,Mazda,7.0
Toyota Camry,2009,$ 9 500,160000 մղոն,9500.0,2009.0,160000.0,Toyota,16.0
Volkswagen Touareg,2003,$ 7 500,128000 կմ,7500.0,2003.0,128000.0,Volkswagen,22.0
Ford Transit,2007,$ 16 800,181000 կմ,16800.0,2007.0,181000.0,Ford,18.0
Honda Accord,2021,$ 16 500,85000 կմ,16500.0,2021.0,85000.0,Honda,4.0
Lexus ES 200,2022,$ 40 000,30000 կմ,40000.0,2022.0,30000.0,Lexus,3.0
Ford Transit,2009,$ 8 000,162000 կմ,8000.0,2009.0,162000.0,Ford,16.0
Ford Transit,2014,$ 13 500,135000 կմ,13500.0,2014.0,135000.0,Ford,11.0
Ford Transit,2011,$ 11 700,154000 կմ,11700.0,2011.0,154000.0,Ford,14.0
Toyota Prius,2015,$ 10 500,183000 կմ,10500.0,2015.0,183000.0,Toyota,10.0
Kia Sorento,2022,$ 35 000,15000 կմ,35000.0,2022.0,15000.0,Kia,3.0
Mercedes-Benz G 63 AMG,2020,$ 165 000,77000 կմ,165000.0,2020.0,77000.0,Mercedes-Benz,5.0
Mercedes-Benz GLS 450,2022,$ 77 000,30000 մղոն,77000.0,2022.0,30000.0,Mercedes-Benz,3.0
Toyota Highlander,2021,$ 42 000,44000 մղոն,42000.0,2021.0,44000.0,Toyota,4.0
Toyota Camry,2013,$ 14 900,270000 կմ,14900.0,2013.0,270000.0,Toyota,12.0
Mazda CX5,2023,$ 21 000,16000 կմ,21000.0,2023.0,16000.0,Mazda,2.0
Honda Odyssey,2021,$ 25 000,59000 կմ,25000.0,2021.0,59000.0,Honda,4.0
Nissan Note,2017,$ 9 048,55000 կմ,9048.0,2017.0,55000.0,Nissan,8.0
Kia Forte,2019,$ 14 500,60000 մղոն,14500.0,2019.0,60000.0,Kia,6.0
Land Rover Range Rover,2024,$ 126 000,8000 կմ,126000.0,2024.0,8000.0,Land,1.0
Lexus GX 470,2004,$ 17 000,250000 կմ,17000.0,2004.0,250000.0,Lexus,21.0
Nissan Note,2017,$ 8 500,67000 կմ,8500.0,2017.0,67000.0,Nissan,8.0
Jeep Renegade,2020,$ 14 500,40000 մղոն,14500.0,2020.0,40000.0,Jeep,5.0
Toyota Alphard,2004,$ 15 000,228000 կմ,15000.0,2004.0,228000.0,Toyota,21.0
Porsche Macan,2017,$ 31 000,115000 կմ,31000.0,2017.0,115000.0,Porsche,8.0
Lexus GX 470,2003,$ 16 000,200000 կմ,16000.0,2003.0,200000.0,Lexus,22.0
VAZ (Lada) 2102,1979,֏ 250 000,150000 կմ,625.0,1979.0,150000.0,VAZ,46.0
Land Rover Range Rover Sport,2024,$ 126 000,8000 կմ,126000.0,2024.0,8000.0,Land,1.0
Mazda CX 30,2021,$ 16 900,27000 կմ,16900.0,2021.0,27000.0,Mazda,4.0
Chrysler 200,2015,$ 11 500,18500 կմ,11500.0,2015.0,18500.0,Chrysler,10.0
Mazda 5,2005,$ 5 800,278000 կմ,5800.0,2005.0,278000.0,Mazda,20.0
Infiniti Q60,2017,$ 21 500,50000 կմ,21500.0,2017.0,50000.0,Infiniti,8.0
Hyundai Veloster,2019,$ 13 000,32000 կմ,13000.0,2019.0,32000.0,Hyundai,6.0
Volkswagen ID.UNYX,2025,$ 36 500,1700 կմ,36500.0,2025.0,1700.0,Volkswagen,0.0
Lexus RX 350,2020,$ 47 800,56000 կմ,47800.0,2020.0,56000.0,Lexus,5.0
Mercedes-Benz E 300,2017,$ 33 000,120000 կմ,33000.0,2017.0,120000.0,Mercedes-Benz,8.0
Volkswagen Jetta,2016,$ 11 700,122000 կմ,11700.0,2016.0,122000.0,Volkswagen,9.0
Toyota Corolla,2019,$ 17 350,25000 կմ,17350.0,2019.0,25000.0,Toyota,6.0
Mazda Premacy,2005,$ 5 800,277000 կմ,5800.0,2005.0,277000.0,Mazda,20.0
Jeep Cherokee,2019,$ 17 900,91000 մղոն,17900.0,2019.0,91000.0,Jeep,6.0
Lexus GX 460 Luxary,2023,$ 69 000,35000 մղոն,69000.0,2023.0,35000.0,Lexus,2.0
Kia Sorento,2010,$ 10 500,265000 մղոն,10500.0,2010.0,265000.0,Kia,15.0
Toyota Rav 4,2015,$ 14 600,178637 կմ,14600.0,2015.0,178637.0,Toyota,10.0
Nissan Rogue,2019,$ 16 000,34000 կմ,16000.0,2019.0,34000.0,Nissan,6.0
Lexus RX 450h,2020,$ 51 000,60000 կմ,51000.0,2020.0,60000.0,Lexus,5.0
Kia Forte,2022,$ 16 500,83000 կմ,16500.0,2022.0,83000.0,Kia,3.0
Ford Fusion,2014,$ 10 500,275000 կմ,10500.0,2014.0,275000.0,Ford,11.0
BMW 740,2005,$ 13 900,340000 կմ,13900.0,2005.0,340000.0,BMW,20.0
Mercedes-Benz A 170,2005,$ 4 900,166000 կմ,4900.0,2005.0,166000.0,Mercedes-Benz,20.0
Jeep Cherokee,2022,$ 18 000,60600 մղոն,18000.0,2022.0,60600.0,Jeep,3.0
Hyundai Elantra,2011,$ 7 600,185000 մղոն,7600.0,2011.0,185000.0,Hyundai,14.0
Jeep Renegade,2019,$ 12 800,65000 մղոն,12800.0,2019.0,65000.0,Jeep,6.0
Nissan Kicks,2019,$ 12 500,94600 մղոն,12500.0,2019.0,94600.0,Nissan,6.0
Nissan Rogue,2019,$ 13 500,96800 մղոն,13500.0,2019.0,96800.0,Nissan,6.0
Nissan Rogue,2019,$ 14 000,72800 մղոն,14000.0,2019.0,72800.0,Nissan,6.0
Tesla Model S,2017,$ 23 000,150000 կմ,23000.0,2017.0,150000.0,Tesla,8.0
Land Rover Range Rover Sport,2011,$ 25 000,173000 կմ,25000.0,2011.0,173000.0,Land,14.0
Toyota Corolla,2014,$ 14 800,170000 կմ,14800.0,2014.0,170000.0,Toyota,11.0
Mercedes-Benz GLE 63 S Coupe,2018,$ 55 000,120000 կմ,55000.0,2018.0,120000.0,Mercedes-Benz,7.0
Mercedes-Benz S 320,1998,$ 8 000,153000 կմ,8000.0,1998.0,153000.0,Mercedes-Benz,27.0
Chevrolet Volt,2018,$ 10 000,170000 կմ,10000.0,2018.0,170000.0,Chevrolet,7.0
Mercedes-Benz E 350,2021,$ 41 400,15000 կմ,41400.0,2021.0,15000.0,Mercedes-Benz,4.0
Mercedes-Benz GLE 53 AMG Coupe,2022,$ 72 000,67000 մղոն,72000.0,2022.0,67000.0,Mercedes-Benz,3.0
Kia Sorento,2023,$ 35 000,20000 կմ,35000.0,2023.0,20000.0,Kia,2.0
Nissan Note,2019,$ 8 300,65400 կմ,8300.0,2019.0,65400.0,Nissan,6.0
Mercedes-Benz S 500,1998,$ 11 500,172000 կմ,11500.0,1998.0,172000.0,Mercedes-Benz,27.0
Cadillac De Ville,2004,$ 10 000,65000 մղոն,10000.0,2004.0,65000.0,Cadillac,21.0
Land Rover Discovery,2005,$ 11 800,70000 մղոն,11800.0,2005.0,70000.0,Land,20.0
Skoda Fabia,2008,$ 6 200,160000 կմ,6200.0,2008.0,160000.0,Skoda,17.0
Land Rover Freelander,2014,$ 16 500,126800 կմ,16500.0,2014.0,126800.0,Land,11.0
Jeep Cherokee,2020,$ 15 600,162800 կմ,15600.0,2020.0,162800.0,Jeep,5.0
Nissan Tiida,2008,$ 5 500,213000 կմ,5500.0,2008.0,213000.0,Nissan,17.0
Toyota Camry,2024,$ 40 000,27000 կմ,40000.0,2024.0,27000.0,Toyota,1.0
BMW X5,2024,$ 110 000,17000 կմ,110000.0,2024.0,17000.0,BMW,1.0
Nissan Sentra,2019,$ 10 700,70000 մղոն,10700.0,2019.0,70000.0,Nissan,6.0
BMW 530,2022,$ 58 000,46000 կմ,58000.0,2022.0,46000.0,BMW,3.0
Lexus RX 350,2007,$ 15 500,221000 կմ,15500.0,2007.0,221000.0,Lexus,18.0
Nissan Tiida,2006,$ 4 500,160000 կմ,4500.0,2006.0,160000.0,Nissan,19.0
VAZ (Lada) 2110,2006,$ 2 500,400000 կմ,2500.0,2006.0,400000.0,VAZ,19.0
Lexus NX Turbo F Sport,2021,$ 33 000,38000 կմ,33000.0,2021.0,38000.0,Lexus,4.0
Chevrolet Volt,2016,$ 10 800,199000 կմ,10800.0,2016.0,199000.0,Chevrolet,9.0
Opel Zafira,1999,$ 6 000,181000 կմ,6000.0,1999.0,181000.0,Opel,26.0
Volkswagen ID.4,2023,$ 33 000,19000 կմ,33000.0,2023.0,19000.0,Volkswagen,2.0
BMW X5,2007,$ 10 800,200000 կմ,10800.0,2007.0,200000.0,BMW,18.0
Audi A5,2023,$ 49 900,43000 կմ,49900.0,2023.0,43000.0,Audi,2.0
BMW X6 M,2018,$ 54 000,135000 կմ,54000.0,2018.0,135000.0,BMW,7.0
Opel Astra,2001,$ 5 300,279000 կմ,5300.0,2001.0,279000.0,Opel,24.0
Nissan Patrol,2012,$ 28 000,190000 կմ,28000.0,2012.0,190000.0,Nissan,13.0
Hyundai Elantra,2021,$ 17 800,59000 մղոն,17800.0,2021.0,59000.0,Hyundai,4.0
Kia Forte,2021,$ 16 500,51600 մղոն,16500.0,2021.0,51600.0,Kia,4.0
Kia Forte,2020,$ 13 300,87500 կմ,13300.0,2020.0,87500.0,Kia,5.0
Infiniti EX35,2008,$ 12 500,155000 կմ,12500.0,2008.0,155000.0,Infiniti,17.0
Nissan Rogue,2019,$ 14 500,104000 կմ,14500.0,2019.0,104000.0,Nissan,6.0
Mercedes-Benz S 500,2010,$ 18 000,191000 կմ,18000.0,2010.0,191000.0,Mercedes-Benz,15.0
Kia Forte,2019,$ 13 900,218869 կմ,13900.0,2019.0,218869.0,Kia,6.0
Mercedes-Benz C 240,2004,$ 6 600,360000 կմ,6600.0,2004.0,360000.0,Mercedes-Benz,21.0
Changan Nevo Q05,2025,$ 21 500,21 կմ,21500.0,2025.0,21.0,Changan,0.0
Mercedes-Benz G 63 AMG,2021,$ 205 000,37700 կմ,205000.0,2021.0,37700.0,Mercedes-Benz,4.0
Nissan Note,2020,$ 8 500,46000 կմ,8500.0,2020.0,46000.0,Nissan,5.0
Hyundai Elantra,2011,$ 7 300,207000 մղոն,7300.0,2011.0,207000.0,Hyundai,14.0
Lexus RX 350,2009,$ 15 900,104000 կմ,15900.0,2009.0,104000.0,Lexus,16.0
Nissan Rogue,2020,$ 16 800,58000 կմ,16800.0,2020.0,58000.0,Nissan,5.0
Toyota Camry,2025,$ 36 900,17000 կմ,36900.0,2025.0,17000.0,Toyota,0.0
Mercedes-Benz GLS 63 AMG,2016,$ 60 000,97000 կմ,60000.0,2016.0,97000.0,Mercedes-Benz,9.0
BMW X3,2017,$ 17 000,175000 կմ,17000.0,2017.0,175000.0,BMW,8.0
Lexus IS Turbo F Sport,2017,$ 21 000,135000 կմ,21000.0,2017.0,135000.0,Lexus,8.0
Nissan Rogue,2018,$ 13 700,84000 կմ,13700.0,2018.0,84000.0,Nissan,7.0
Nissan Kicks,2019,$ 15 300,58000 կմ,15300.0,2019.0,58000.0,Nissan,6.0
Toyota Voxy,2014,$ 16 300,118700 կմ,16300.0,2014.0,118700.0,Toyota,11.0
Lexus RX 350,2012,$ 19 900,87000 մղոն,19900.0,2012.0,87000.0,Lexus,13.0
Volkswagen Touareg,2008,$ 14 100,180000 կմ,14100.0,2008.0,180000.0,Volkswagen,17.0
Mercedes-Benz E 320,2004,$ 7 800,270000 կմ,7800.0,2004.0,270000.0,Mercedes-Benz,21.0
Jeep Compass,2020,$ 14 200,77000 կմ,14200.0,2020.0,77000.0,Jeep,5.0
Mercedes-Benz S 550,2005,$ 11 300,230000 կմ,11300.0,2005.0,230000.0,Mercedes-Benz,20.0
Kia Cerato,2010,$ 10 000,250000 կմ,10000.0,2010.0,250000.0,Kia,15.0
Land Rover Discovery Sport,2017,$ 25 500,184000 կմ,25500.0,2017.0,184000.0,Land,8.0
Mercedes-Benz S-Class,2006,$ 17 500,85000 կմ,17500.0,2006.0,85000.0,Mercedes-Benz,19.0
Mercedes-Benz CLS-Class,2004,$ 15 500,120000 կմ,15500.0,2004.0,120000.0,Mercedes-Benz,21.0
VAZ (Lada) 2107,2006,$ 3 200,123456 կմ,3200.0,2006.0,123456.0,VAZ,19.0
Nissan Juke,2011,$ 10 800,91000 կմ,10800.0,2011.0,91000.0,Nissan,14.0
Toyota Rav 4,2012,$ 13 500,126000 կմ,13500.0,2012.0,126000.0,Toyota,13.0
VAZ (Lada) 2170 Priora,2008,$ 3 900,220000 կմ,3900.0,2008.0,220000.0,VAZ,17.0
Toyota Camry,2012,$ 13 000,190000 կմ,13000.0,2012.0,190000.0,Toyota,13.0
Honda e:NS1,2023,$ 21 500,450 կմ,21500.0,2023.0,450.0,Honda,2.0
Land Rover Range Rover Sport,2023,$ 118 000,24000 կմ,118000.0,2023.0,24000.0,Land,2.0
Chevrolet Malibu,2017,֏ 4 500 000,195000 կմ,11250.0,2017.0,195000.0,Chevrolet,8.0
Chevrolet Volt,2017,$ 11 500,134000 կմ,11500.0,2017.0,134000.0,Chevrolet,8.0
Toyota Corolla,2024,$ 26 000,19000 կմ,26000.0,2024.0,19000.0,Toyota,1.0
Chevrolet Cruze,2008,$ 6 000,80000 կմ,6000.0,2008.0,80000.0,Chevrolet,17.0
Infiniti QX60,2018,$ 20 000,121000 կմ,20000.0,2018.0,121000.0,Infiniti,7.0
Land Rover Range Rover,2013,$ 32 000,186000 կմ,32000.0,2013.0,186000.0,Land,12.0
Nissan Sentra,2018,$ 9 500,182000 կմ,9500.0,2018.0,182000.0,Nissan,7.0
Mercedes-Benz GL-Class,2016,$ 31 000,147800 կմ,31000.0,2016.0,147800.0,Mercedes-Benz,9.0
Volkswagen Passat,2000,$ 4 000,298000 կմ,4000.0,2000.0,298000.0,Volkswagen,25.0
